,Make,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,total_pop,perc_of_total_fatal,perc_of_total_serious,perc_of_total_minor,perc_of_total_uninjured,counter,fatality_perc,injury_perc,uninjured_perc
3351,Gary w bettis,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3352,Turner,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,1,50.0,0.0,50.0
3353,Gates learjet,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3354,Bosonetto,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3355,Wampach,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3356,Boswell john j,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3357,Gideon,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3358,Ciernia,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
3359,Gates learjet corp,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3360,Waltermire,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3361,Turcotte jr robert l,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3362,Consolidated-vultee,4.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3363,Concannon milton,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3364,Skillman,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3365,Walter s johnson iii,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3366,Gaston/lakes,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3367,Silva,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
3368,Christopher lord,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,2,0.0,100.0,0.0
3369,Skiles kenneth c,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3370,Gaskins,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3371,Gift,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3372,Clapp,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3373,Skilling,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3374,Glenn l smith,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3375,Cirrus klappmeier,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3376,Smith edward i,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3377,Timm,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3378,Godwin,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3379,Cobb international,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3380,Troy a. woodland,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3381,Snobird,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,2,50.0,50.0,0.0
3382,Showalter,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3383,Goertz bushby,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3384,Wakewood,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3385,Snowbird,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3386,Tiger aircraft llc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3387,Tifft-v,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3388,Co-z development corp,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3389,Goetz,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
3390,Trudel,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3391,Chinese a/f aero ind dev ctr,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3392,Tifft,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,1,50.0,50.0,0.0
3393,True flight holdings llc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3394,Cloud-wag aero,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3395,Childs michael  a,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3396,Softex invest llc,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3397,Tillman,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
3398,Godkey,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3399,Timothy wingate,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3400,Claus rodney l,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3401,Craig,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,2,0.0,100.0,0.0
3402,Franz,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3403,Sibila,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,2,0.0,100.0,0.0
3404,Nokes matthew,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3405,Gn-1 aircamper,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3406,Franke russell j,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3407,Warner lewis,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3408,Franke harry c,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3409,Frank ware,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3410,Shutt,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3411,Smyth sidewinder,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,2,50.0,50.0,0.0
3412,Craig c walls,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3413,Snelling,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3414,Troy,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3415,Walentine,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3416,Craig d carter,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3417,Timothy c williams,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3418,Frank d. amador,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3419,Frank,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
3420,Fox al,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3421,Tierra ii,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
3422,Crawford james r,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3423,Golden,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3424,Brandon evans,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3425,Chicco miguel e,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3426,"W.s. bowers, jr.",1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3427,Ttx air llc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3428,Goodsell lynn a,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3429,Clement-kazmierczak,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3430,Forrest haynes,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3431,Blumer,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3432,Chicco,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3433,Thunder and colt,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,1,50.0,0.0,50.0
3434,"Uetz, walter",1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3435,Bratton experimental homebuilt,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3436,Tubbs s/performance air inc,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
3437,Forisch edward,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3438,Crisman,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3439,Clearwaters,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3440,Blue side up inc,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3441,Brauch,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3442,"Thrush aircraft, inc.",1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,2,0.0,50.0,50.0
3443,Foster william d,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3444,Truthan,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3445,Wasielak,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3446,Goldwing,1.0,1.0,0.0,0.0,1.0,2.0,0.0019919921913906097,0.0,0.0,0.0002263011751820027,2,50.0,0.0,50.0
3447,Cloud jeffrey ferrell,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3448,Tierra,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,2,50.0,50.0,0.0
3449,Short brothers,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3450,Cloud,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3451,Close,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3452,Fowler,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,2,0.0,50.0,50.0
3453,Creech jerry,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3454,"Golden circle air, inc.",1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3455,Four seasons aviations,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
3456,Foster/hilsman,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3457,Found aircraft canada,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3458,Wag aero,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3459,Golias,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3460,Clifton,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3461,Foulke,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3462,Warwick,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3463,Short,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3464,Waco classic aircraft corp.,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,2,0.0,0.0,100.0
3465,Smitrvich starduster,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3466,Shpakow thomas,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3467,Bozeman,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3468,Twenty second street llc,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3469,Frennance,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3470,Freeman h easton,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,1,50.0,50.0,0.0
3471,Fredenburg,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3472,Coelho,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3473,Cody hawkins,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3474,Coughlin,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3475,Tjerrild,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3476,Bohner,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3477,Twitchell,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3478,Walker kenneth,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3479,Freije,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3480,Bohnker,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3481,Walker edgar e,1.0,1.0,0.0,1.0,0.0,2.0,0.0019919921913906097,0.0,0.0036392750564087635,0.0,1,50.0,50.0,0.0
3482,Globe swift,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3483,Coleman,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3484,Tinsman,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3485,Colburn,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0046779248725265475,0.0,0.0002263011751820027,1,0.0,50.0,50.0
3486,Cohen,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3487,Chris w kleen,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3488,Covell kevin scott,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3489,Tucker timothy e,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0046779248725265475,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3490,Twente,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3491,Smithwick/treidel,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.007278550112817527,0.0,1,0.0,100.0,0.0
3492,Glenn timothy c,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0004526023503640054,1,0.0,0.0,100.0
3493,Christen,1.0,1.0,1.0,0.0,0.0,2.0,0.0019919921913906097,0.0046779248725265475,0.0,0.0,1,50.0,50.0,0.0
3494,Cocchiarella,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0036392750564087635,0.0002263011751820027,1,0.0,50.0,50.0
3495,Triple s aero inc,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.009355849745053095,0.0,0.0,1,0.0,100.0,0.0
3496,Tingle,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3497,Chinook plus 2,1.0,2.0,0.0,0.0,0.0,2.0,0.003983984382781219,0.0,0.0,0.0,1,100.0,0.0,0.0
3498,Praker thorp,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3499,Purvis,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3500,Trohoski,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3501,Zuber thomas p,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3502,Poe g l/poe s y,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3503,Superior,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3504,"O'dell, herbert l.",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3505,Prendergast john/vans,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3506,Zubair s khan,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3507,Woody,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3508,Sweet-house,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3509,O'hara bob,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3510,Poskus,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3511,Swensen,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3512,Purtee kevin m,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3513,Supinski mark r,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3514,Zenair,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3515,Turbine cubs of wyoming llc,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3516,Pokorney smith,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3517,Pohoski,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3518,Sutphin john e,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3519,Pohlman/pohlman,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3520,Pterodactyl/lambert,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3521,North wing uum inc.,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3522,Norman,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3523,"Tallent, chris m.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3524,Trammell,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3525,Van b anthony,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3526,Talmadge scott,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3527,Poehls,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3528,Zorn,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3529,Puhl,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3530,Tucker mitchel c,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3531,Tamarack helicopters inc,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3532,Trusty,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3533,Trikes,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3534,Swertfeger,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3535,Pulsar aircraft corp.,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0036392750564087635,0.0,1,0.0,100.0,0.0
3536,North american-medore,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3537,"Valley adventurers, inc.",1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3538,Tanker,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3539,Plummer,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3540,Noles vance l,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3541,Tapaszy,1.0,1.0,0.0,0.0,0.0,1.0,0.0019919921913906097,0.0,0.0,0.0,1,100.0,0.0,0.0
3542,Oakes,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0046779248725265475,0.0,0.0,1,0.0,100.0,0.0
3543,Zivko aeronautics,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
3544,Oar,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0002263011751820027,1,0.0,0.0,100.0
